frame,n_total,vx_raw,vy_raw,vx_apply,vy_apply,vx_smooth,vy_smooth,vx_kalman,vy_kalman,inlier_fraction,ego_fit_inliers,ego_fit_coverage,ego_fit_score,speed_apply,speed_smooth,n_static,n_moving,n_uncertain,static_fraction,use_vr_comp,compensate_mode
0000000080_65969_000000000651.bin,437,5.612528740909124,0.9028550463552043,5.65129631769426,0.9790147993480204,5.648549607691856,0.9815557313134448,5.65129631769426,0.9790147993480204,0.2706422018348624,118,1.0,0.2706422018348624,5.735470342328268,5.733198437541656,134,303,0,0.30663615560640733,False,kalman
0000000080_78610_000000000652.bin,446,5.635831131265107,1.2023222504636955,5.646556375289385,1.0474565515193657,5.645369988585169,1.0367473611010074,5.646556375289385,1.0474565515193657,0.23476297968397292,104,1.0,0.23476297968397292,5.7428881346098,5.739777643669484,135,311,0,0.30269058295964124,False,kalman
0000000080_90655_000000000653.bin,480,5.602107126324048,1.094443959697517,5.630981262171757,1.0639210411229938,5.634554273019889,1.0511715107501347,5.630981262171757,1.0639210411229938,0.27941176470588236,133,1.0,0.27941176470588236,5.730608864394226,5.7317679123128675,151,329,0,0.3145833333333333,False,kalman
0000000081_02527_000000000654.bin,468,5.717515135879337,0.9649300149814279,5.659596763911409,1.0311861390621402,5.655294488734752,1.029611136807958,5.659596763911409,1.0311861390621402,0.2629310344827586,122,1.0,0.2629310344827586,5.752771539307847,5.7482566789725595,146,322,0,0.31196581196581197,False,kalman
0000000081_14741_000000000655.bin,491,5.838413367386251,0.9624186253756921,5.719017482872532,1.0083347090214587,5.7010742083976265,1.0128130089498915,5.719017482872532,1.0083347090214587,0.26434426229508196,129,1.0,0.26434426229508196,5.8072282420117665,5.790340000445116,144,347,0,0.29327902240325865,False,kalman
0000000081_27393_000000000656.bin,484,5.8145336702743045,0.7832265129449705,5.749579561255709,0.9363073959520338,5.7294390738667955,0.9554163849486612,5.749579561255709,0.9363073959520338,0.25,120,1.0,0.25,5.8253185896501725,5.808553397342575,144,340,0,0.2975206611570248,False,kalman
0000000081_39843_000000000657.bin,463,5.888971220951893,0.8172974366234124,5.790876387450565,0.9010489478026751,5.76932211063807,0.9208866478673491,5.790876387450565,0.9010489478026751,0.2210065645514223,101,1.0,0.2210065645514223,5.86055786944117,5.842354819293131,134,329,0,0.2894168466522678,False,kalman
0000000081_52667_000000000658.bin,441,5.78185314379938,1.1010006425280507,5.787636208903849,0.9728500890190707,5.772454868928397,0.9659151465325245,5.787636208903849,0.9728500890190707,0.2850574712643678,124,1.0,0.2850574712643678,5.868830393044199,5.852711105472071,133,308,0,0.30158730158730157,False,kalman
0000000081_65472_000000000659.bin,478,5.849372238242399,1.0136567294102317,5.806394381820758,0.9852489754524353,5.791684211256897,0.9778505422519512,5.806394381820758,0.9852489754524353,0.23157894736842105,110,1.0,0.23157894736842105,5.8893914168502794,5.873652840090642,119,359,0,0.2489539748953975,False,kalman
0000000081_77762_000000000660.bin,464,5.909115725277375,0.8489561512528739,5.835791310971313,0.9462445157958534,5.821042089762017,0.945626944502182,5.835791310971313,0.9462445157958534,0.20697167755991286,95,1.0,0.20697167755991286,5.9120080267944495,5.897350365117328,119,345,0,0.25646551724137934,False,kalman
